SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed;int_category
"C-GVR-200-RE-10AB";"812679014895";"Kraus C-GVR-200-RE-10AB Irruption Red Rectangular Glass Vessel Sink and Waterfall Faucet Antique Brass";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain is included in the same finish as the faucet</li>
<li>21.875 inches L x 13.875 inches W</li> 
<li>Height: 4 inches</li> 
<li>Glass thickness: 0.6 inch (15 mm)</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"260";"";"";"";"";"";"9999";"In Stock";"No";"cgvr200re10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GVR-200-RE-10ORB";"812679014901";"Kraus C-GVR-200-RE-10ORB Irruption Red Rectangular Glass Vessel Sink and Waterfall Faucet Oil Rubbed Bronze";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain is included in the same finish as the faucet</li>
<li>21.875 inches L x 13.875 inches W</li> 
<li>Height: 4 inches</li> 
<li>Glass thickness: 0.6 inch (15 mm)</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"260";"";"";"";"";"";"9999";"In Stock";"No";"cgvr200re10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GVR-200-RE-10G";"812679014918";"Kraus C-GVR-200-RE-10G Irruption Red Rectangular Glass Vessel Sink and Waterfall Faucet Gold";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li>This unique glass vessel sink features striking shades of deep metallic reds along with a few specs of black</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain is included in the same finish as the faucet</li>
<li>21.875 inches L x 13.875 inches W</li> 
<li>Height: 4 inches</li> 
<li>Glass thickness: 0.6 inch (15 mm)</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"260";"";"";"";"";"";"9999";"In Stock";"No";"cgvr200re10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GV-204-19mm-10CH";"812679014925";"Kraus C-GV-204-19mm-10CH Galaxy Blue 19mm Glass Vessel Sink and Waterfall Faucet Chrome";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"280";"";"";"";"";"";"9999";"In Stock";"No";"cgv20419mm10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GV-204-19mm-10SN";"812679014932";"Kraus C-GV-204-19mm-10SN Galaxy Blue 19mm Glass Vessel Sink and Waterfall Faucet Satin Nickel";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"280";"";"";"";"";"";"9999";"In Stock";"No";"cgv20419mm10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GV-204-19mm-10AB";"812679014949";"Kraus C-GV-204-19mm-10AB Galaxy Blue 19mm Glass Vessel Sink and Waterfall Faucet Antique Brass";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"280";"";"";"";"";"";"9999";"In Stock";"No";"cgv20419mm10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GV-204-19mm-10ORB";"812679014956";"Kraus C-GV-204-19mm-10ORB Galaxy Blue 19mm Glass Vessel Sink and Waterfall Faucet Oil Rubbed Bronze";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"280";"";"";"";"";"";"9999";"In Stock";"No";"cgv20419mm10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GV-204-19mm-10G";"812679014963";"Kraus C-GV-204-19mm-10G Galaxy Blue 19mm Glass Vessel Sink and Waterfall Faucet Gold";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"280";"";"";"";"";"";"9999";"In Stock";"No";"cgv20419mm10ch-1.jpg";"29.0";"4";"GSCOM"
"C-GV-204-12mm-10CH";"812679014970";"Kraus C-GV-204-12mm-10CH Irruption Blue Glass Vessel Sink and Waterfall Faucet Chrome";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"240";"";"";"";"";"";"9999";"In Stock";"No";"cgv20412mm10ch-1.jpg";"25.0";"4";"GSCOM"
"C-GV-204-12mm-10SN";"812679014987";"Kraus C-GV-204-12mm-10SN Irruption Blue Glass Vessel Sink and Waterfall Faucet Satin Nickel";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"240";"";"";"";"";"";"9999";"In Stock";"No";"cgv20412mm10ch-1.jpg";"25.0";"4";"GSCOM"
"C-GV-204-12mm-10AB";"812679014994";"Kraus C-GV-204-12mm-10AB Irruption Blue Glass Vessel Sink and Waterfall Faucet Antique Brass";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"240";"";"";"";"";"";"9999";"In Stock";"No";"cgv20412mm10ch-1.jpg";"25.0";"4";"GSCOM"
"C-GV-204-12mm-10ORB";"812679015007";"Kraus C-GV-204-12mm-10ORB Irruption Blue Glass Vessel Sink and Waterfall Faucet Oil Rubbed Bronze";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"240";"";"";"";"";"";"9999";"In Stock";"No";"cgv20412mm10ch-1.jpg";"25.0";"4";"GSCOM"
"C-GV-204-12mm-10G";"812679015014";"Kraus C-GV-204-12mm-10G Irruption Blue Glass Vessel Sink and Waterfall Faucet Gold";"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and matching waterfall faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features smooth interior with a vibrant color pattern</li>
<li> This unique glass vessel sink features striking shades of metallic blues along with a few specs of black for a design that will accentuate any bath decor </li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in the same finish as the faucet</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><i>The handcrafted nature of this product will produce minor differences in design and sizing. Subtle variations will occur from piece to piece, adding to its unique qualities. Measurements may vary slightly.</i></li>
<li><strong><u>Faucet</u></strong></li> 
<li>Waterfall faucet is constructed from solid brass</li>
<li>Available in Chrome, Satin nickel, Antique brass, Oil rubbed bronze and Gold finishes</li>
<li>High-quality ceramic cartridge</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>7 inch matching glass plate made of tempered glass</li> 
<li>Faucet height (overall): 13 inches</li>  
<li>Spout height: 8 inches</li>
<li>Spout reach: 5.5 inches</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>";"240";"";"";"";"";"";"9999";"In Stock";"No";"cgv20412mm10ch-1.jpg";"25.0";"4";"GSCOM"
